species_name,latitude_centroid_from_roll_et_al_2017,insular_endemic,maximum_svl,female_svl,activity_time,smallest_clutch,largest_clutch
Sceloporus_lemosespinali,28.39,no,54,51.9,Diurnal,NA,NA
Sceloporus_licki,23.72,no,94,63.8,Diurnal,6,6
Sceloporus_lineatulus,25.64,yes,115,NA,NA,9,10
Sceloporus_lunae,15.3,no,95,NA,Diurnal,NA,NA
Sceloporus_lundelli,19.76,no,100,94.7,Diurnal,NA,NA
Sceloporus_macdougalli,16,no,95.4,77.5,Diurnal,2,5
Sceloporus_maculosus,25.21,no,50,NA,NA,NA,NA
Sceloporus_magister,31.57,no,142,93.3,Diurnal,2,19
Sceloporus_malachiticus,13.52,no,98.2,70.2,Diurnal,2,10
Sceloporus_megalepidurus,19.18,no,55,46.4,Diurnal,1,6
Sceloporus_melanorhinus,18.48,no,105,87.6,Diurnal,5,20
Sceloporus_merriami,28.74,no,66,47.7,Diurnal,2,7
Sceloporus_minor,23.36,no,87,72,Diurnal,2,13
Sceloporus_mucronatus,18.52,no,114,81.9,Diurnal,2,13
Sceloporus_nelsoni,24.18,no,68.2,54.3,Diurnal,4,8
Sceloporus_oberon,24.95,no,97.5,NA,Diurnal,NA,NA
Sceloporus_occidentalis,40.31,no,99,72.9,Diurnal,3,17
Sceloporus_ochoterenae,18.35,no,62,45.3,Diurnal,3,9
Sceloporus_olivaceus,28.8,no,124,90.9,Diurnal,8,34
Sceloporus_omiltemanus,17.48,no,102,82.2,Diurnal,6,8
Sceloporus_orcutti,29.63,no,117,90.9,Diurnal,3,15
Sceloporus_ornatus,25.74,no,98,62.4,Diurnal,3,4
Sceloporus_palaciosi,19.15,no,68,46.6,Diurnal,NA,NA
Sceloporus_parvus,24.48,no,51,44.4,Diurnal,2,6
Sceloporus_poinsettii,28.04,no,137,97.4,Diurnal,4,23
Sceloporus_pyrocephalus,18.53,no,75,53.6,Diurnal,2,10
Sceloporus_salvini,17.56,no,100,NA,Diurnal,6,6
Sceloporus_samcolemani,25.31,no,61,51,Diurnal,8,9
Sceloporus_scalaris,22.48,no,78,55.2,Diurnal,3,15
Sceloporus_serrifer,22.42,no,113,91.4,Diurnal,4,18
Sceloporus_shannonorum,23.25,no,78,NA,Diurnal,NA,NA
Sceloporus_siniferus,17.07,no,71.2,49.1,Diurnal,2,9
Sceloporus_slevini,28.38,no,70,48.5,Diurnal,3,14
Sceloporus_smaragdinus,14.92,no,86,62.2,Diurnal,3,6
Sceloporus_smithi,16.35,no,71,NA,Diurnal,4,4
Sceloporus_spinosus,21.31,no,126,82.3,Diurnal,6,31
Sceloporus_squamosus,13.78,no,59,49,Diurnal,3,6
Sceloporus_stejnegeri,17.23,no,94,83,Diurnal,NA,NA
Sceloporus_subpictus,17.14,no,69,66.5,Diurnal,3,14
Sceloporus_sugillatus,19.08,no,87,NA,Diurnal,7,8
Sceloporus_taeniocnemis,15.92,no,82,68.7,Diurnal,6,6
Sceloporus_tanneri,16.41,no,86,86,NA,NA,NA
Sceloporus_teapensis,17.13,no,70,52,Diurnal,2,5
Sceloporus_torquatus,21.69,no,141,91.4,Diurnal,3,17
Sceloporus_tristichus,34.96,no,95.2,63.9,Diurnal,5,12
Sceloporus_undulatus,34.64,no,91,62.5,Diurnal,3,17
Sceloporus_unicanthalis,21.61,no,65,NA,Diurnal,NA,NA
Sceloporus_uniformis,37.29,no,140,89.8,Diurnal,2,10
Sceloporus_utiformis,19.79,no,84,61.8,Diurnal,2,11
Sceloporus_variabilis,20.79,no,77,54.2,Diurnal,1,7
Sceloporus_virgatus,28.94,no,71,55,Diurnal,3,18
Sceloporus_woodi,27.87,no,65,55,Diurnal,2,8
Sceloporus_zosteromus,27.93,no,131,67.7,Cathemeral,6,18
Scelotes_anguineus,-33.58,no,83,NA,NA,2,4
Scelotes_arenicolus,-27.1,no,88,NA,NA,2,4
Scelotes_bidigittatus,-24.72,no,83,63,NA,1,2
Scelotes_bipes,-33.72,no,91,NA,NA,1,2
Scelotes_bourquini,-29.27,no,108,NA,NA,5,5
Scelotes_caffer,-32.79,no,55,NA,NA,1,2
Scelotes_capensis,-26.72,no,57,NA,NA,NA,NA
Scelotes_duttoni,-21.87,yes,64,60,NA,2,3
Scelotes_fitzsimonsi,-28.33,no,67,NA,NA,2,2
Scelotes_gronovii,-33.3,no,70,NA,NA,1,2
Scelotes_guentheri,-29.86,no,100,NA,NA,NA,NA
Scelotes_inornatus,-29.98,no,90,NA,NA,NA,NA
Scelotes_insularis,-21.71,yes,64,64,NA,NA,NA
Scelotes_kasneri,-32.28,no,129,NA,NA,NA,NA
Scelotes_limpopoensis,-22.78,no,85,NA,Diurnal,2,2
Scelotes_mirus,-25.56,no,85,72.5,NA,2,4
Scelotes_montispectus,-33.12,no,134,134,NA,NA,NA
Scelotes_mossambicus,-26.68,no,75,NA,NA,2,3
Scelotes_poensis,3.59,yes,78,NA,NA,NA,NA
Scelotes_sexlineatus,-30.68,no,98,NA,NA,NA,NA
Scelotes_uluguruensis,-6.06,no,88,NA,NA,4,4
Scelotes_vestigifer,-27.51,no,76,NA,NA,NA,NA
Scincella_apraefrontalis,21.67,no,36.1,NA,Diurnal,NA,NA
Scincella_assatus,16.44,no,55,49,Diurnal,1,4
Scincella_barbouri,25.28,no,48,NA,NA,NA,NA
Scincella_boettgeri,24.48,yes,56,42.6,Cathemeral,4,11
Scincella_capitanea,28.31,no,78.5,72.1,Diurnal,NA,NA
Scincella_caudaequinae,25.08,no,49,49,Diurnal,NA,NA
Scincella_cherriei,15.85,no,68,52.9,Diurnal,1,4
Scincella_darevskii,21.57,no,88.6,88.6,Diurnal,NA,NA
Scincella_devorator,21.21,no,60.7,53,Diurnal,6,6
Scincella_doriae,27.26,no,59,NA,Diurnal,NA,NA
Scincella_forbesora,22.78,no,61,50.4,NA,NA,NA
Scincella_formosensis,23.99,yes,47.3,39.3,NA,NA,NA
Scincella_gemmingeri,18.97,no,65,62,Diurnal,2,5
Scincella_huanrenensis,39.82,no,62.1,54.8,Diurnal,NA,NA
Scincella_incerta,15.24,no,67,NA,Diurnal,NA,NA
Scincella_kikaapoa,26.9,no,49,NA,NA,NA,NA
Scincella_lateralis,33.9,no,59,45.2,Diurnal,1,7
Scincella_macrotis,6.97,yes,24,NA,NA,NA,NA
Scincella_melanosticta,14.12,no,65,48.6,Diurnal,1,4
Scincella_modesta,27.61,no,66.5,51.7,Diurnal,2,16
Scincella_monticola,30.04,no,59,48.8,Diurnal,1,4
Scincella_ochracea,20.85,no,51,46.5,Diurnal,4,4
Scincella_potanini,30.27,no,44.5,NA,Diurnal,NA,NA
Scincella_przewalskii,35.8,no,43,NA,Diurnal,NA,NA
Scincella_punctatolineata,16.35,no,40.2,NA,Diurnal,NA,NA
Scincella_reevesii,20.12,no,60,49.4,Diurnal,2,10
Scincella_rufocaudatus,13.74,no,51,46.6,Diurnal,2,3
Scincella_rupicola,21.27,no,44,NA,Diurnal,NA,NA
Scincella_schmidti,29.87,no,46.8,NA,NA,NA,NA
Scincella_silvicola,22.59,no,58.2,58.2,Diurnal,4,6
Scincella_tsinlingensis,33.93,no,70,55.7,Diurnal,2,4
Scincella_vandenburghi,36.24,no,53.6,45.8,Diurnal,1,9
Scincella_victoriana,20.89,no,76.7,54,Diurnal,2,2
Scincopus_fasciatus,16.77,no,213,124,Nocturnal,NA,NA
Scincus_albifasciatus,19.29,no,131,NA,Diurnal,2,3
Scincus_hemprichii,15.06,no,140,99.3,Nocturnal,NA,NA
Scincus_mitranus,22.16,no,134,99.7,Diurnal,4,6
Scincus_scincus,22.71,no,147,94.5,Cathemeral,2,8
Scolecoseps_acontias,-7.78,no,120,NA,NA,NA,NA
Scolecoseps_boulengeri,-14.01,no,115,102.2,NA,NA,NA
Scolecoseps_broadleyi,-10.85,no,96,91,NA,NA,NA
Scolecoseps_litipoensis,-8.43,no,103,NA,NA,NA,NA
Scriptosaura_catimbau,-8.53,no,53,NA,Diurnal,NA,NA
Sepsina_alberti,-18.14,no,55,NA,NA,5,5
Sepsina_angolensis,-13.28,no,91,91,NA,NA,NA
Sepsina_bayoni,-6.92,no,71,NA,NA,NA,NA
Sepsina_copei,-11.29,no,80,NA,NA,NA,NA
Sepsina_tetradactyla,-9.54,no,92,89,NA,2,4
Sepsophis_punctatus,20.09,no,136.4,NA,Diurnal,NA,NA
Shinisaurus_crocodilurus,23.58,no,165.4,150.8,Diurnal,2,15
Sigaloseps_balios,-21.88,yes,50,NA,NA,1,2
Sigaloseps_conditus,-22.07,yes,46,NA,NA,NA,NA
Sigaloseps_deplanchei,-22,yes,46,NA,Diurnal,2,3
Sigaloseps_ferrugicauda,-21.95,yes,60,57,NA,NA,NA
Sigaloseps_pisinnus,-21.74,yes,38.5,NA,NA,NA,NA
Sigaloseps_ruficauda,-21.97,yes,60,52,NA,3,3
Silvascincus_murrayi,-29.74,no,108,80.5,Diurnal,2,5
Silvascincus_tryoni,-28.29,no,104,NA,Diurnal,5,5
Simiscincus_aurantiacus,-22.23,yes,85,NA,NA,NA,NA
Sitana_attenboroughii,8.31,no,55.8,43,Diurnal,NA,NA
Sitana_bahiri,9.13,no,50,45.3,Diurnal,4,6
Sitana_devakai,8.78,yes,45.6,43.5,Diurnal,3,6
Sitana_fusca,26.99,no,47.7,43.2,Diurnal,5,9
Sitana_laticeps,17.4,no,51.5,46.2,Diurnal,NA,NA
Sitana_marudhamneydhal,9.57,no,55,42.4,Diurnal,NA,NA
Sitana_ponticeriana,10.42,no,81,52,Diurnal,4,23
Sitana_schleichi,28.79,no,39.5,37.9,Diurnal,NA,NA
Sitana_sivalensis,28.07,no,44.5,44.5,Diurnal,6,10
Sitana_spinaecephalus,21.61,no,56.6,45.5,Diurnal,NA,NA
Sitana_visiri,9.43,no,56.3,48.5,Diurnal,NA,NA
Smaug_barbertonensis,-26.42,no,142,127,Diurnal,5,5
Smaug_breyeri,-24.1,no,145,120,Diurnal,2,6
Smaug_depressus,-22.91,no,120.8,119.2,Diurnal,2,6
Smaug_giganteus,-27.67,no,220,188.2,Diurnal,1,5
Smaug_mossambicus,-18.79,no,126,NA,Diurnal,4,7
Smaug_regius,-18.14,no,145,NA,Diurnal,1,6
Smaug_vandami,-24.71,no,145,124.7,Diurnal,2,6
Smaug_warreni,-26.23,no,155,126.5,Diurnal,2,6
Sphaerodactylus_alphus,16.47,yes,41.2,38.5,NA,NA,NA
Sphaerodactylus_altavelensis,18.64,yes,29,25.5,Diurnal,1,2
Sphaerodactylus_argivus,19.42,yes,29,25.8,NA,1,1
Sphaerodactylus_argus,21.04,no,33,29.9,Diurnal,1,1
Sphaerodactylus_ariasae,17.58,yes,17.9,16.3,NA,NA,NA
Sphaerodactylus_armasi,20.14,yes,32,20.8,NA,1,1
Sphaerodactylus_armstrongi,18.23,yes,31,NA,NA,NA,NA
Sphaerodactylus_asterulus,19.53,yes,31,NA,NA,NA,NA
Sphaerodactylus_beattyi,17.75,yes,30,NA,NA,NA,NA
Sphaerodactylus_becki,18.41,yes,31,NA,Cathemeral,NA,NA
Sphaerodactylus_bromeliarum,20.31,yes,28.1,26.1,NA,NA,NA
Sphaerodactylus_caicosensis,21.74,yes,32,NA,NA,1,1
Sphaerodactylus_callocricus,19.07,yes,28,NA,NA,1,1
Sphaerodactylus_celicara,20.17,yes,32,NA,NA,NA,NA
Sphaerodactylus_cinereus,19.04,yes,37,32,Nocturnal,1,1
Sphaerodactylus_clenchi,19.08,yes,34,NA,Diurnal,1,1
Sphaerodactylus_cochranae,19.04,yes,30,NA,Nocturnal,NA,NA
Sphaerodactylus_continentalis,15.15,no,28.2,NA,NA,NA,NA
Sphaerodactylus_copei,18.44,yes,41,39,NA,1,1
Sphaerodactylus_corticola,22.9,yes,39,NA,Nocturnal,1,1
Sphaerodactylus_cricoderus,20.08,yes,25,NA,NA,NA,NA
Sphaerodactylus_cryphius,18.38,yes,22,NA,Nocturnal,NA,NA
Sphaerodactylus_dacnicolor,18.09,yes,32,NA,NA,1,1
Sphaerodactylus_darlingtoni,18.98,yes,29,NA,Diurnal,1,1
Sphaerodactylus_difficilis,19.05,yes,34,NA,Diurnal,1,1
Sphaerodactylus_dimorphicus,19.98,yes,33.4,31.4,NA,1,1
Sphaerodactylus_docimus,19.95,yes,30,28,NA,NA,NA
Sphaerodactylus_dunni,15.54,no,28,NA,NA,NA,NA
Sphaerodactylus_elasmorhynchus,18.47,yes,17,17,NA,NA,NA
Sphaerodactylus_elegans,21.29,yes,39.7,NA,Nocturnal,1,2
Sphaerodactylus_elegantulus,17.22,yes,29,NA,Nocturnal,NA,NA
Sphaerodactylus_epiurus,18.7,yes,25,22,NA,1,1
Sphaerodactylus_exsul,17.42,yes,24,NA,NA,NA,NA
Sphaerodactylus_fantasticus,16.02,yes,29,28,Diurnal,1,1
Sphaerodactylus_gaigeae,18.17,yes,25,NA,Diurnal,NA,NA
Sphaerodactylus_gilvitorques,NA,yes,27,27,NA,NA,NA
Sphaerodactylus_glaucus,17.78,no,31,27.7,Cathemeral,1,2
Sphaerodactylus_goniorhynchus,18.21,yes,32,NA,NA,1,1
Sphaerodactylus_graptolaemus,8.99,no,32,30.2,Nocturnal,NA,NA
Sphaerodactylus_guanajae,16.47,yes,26.2,NA,Diurnal,NA,NA
Sphaerodactylus_heliconiae,8.45,no,31.2,30,NA,NA,NA
Sphaerodactylus_homolepis,9.66,no,33,31.9,Diurnal,1,1
Sphaerodactylus_inaguae,21.03,yes,29,NA,Nocturnal,1,1
Sphaerodactylus_intermedius,23.05,yes,36,30,NA,NA,NA
Sphaerodactylus_kirbyi,12.67,yes,29,24.4,Diurnal,1,1
Sphaerodactylus_klauberi,18.26,yes,37,NA,Diurnal,1,1
Sphaerodactylus_ladae,18.36,yes,28.9,27,Nocturnal,NA,NA
Sphaerodactylus_lazelli,19.73,yes,31,NA,NA,NA,NA
Sphaerodactylus_leonardovaldesi,16.4,yes,29.1,NA,Diurnal,NA,NA
Sphaerodactylus_leucaster,18.45,yes,31,NA,Nocturnal,1,1
Sphaerodactylus_levinsi,18.39,yes,29.7,NA,Diurnal,1,1
Sphaerodactylus_lineolatus,8,no,32,29.5,Diurnal,NA,NA
Sphaerodactylus_macrolepis,18.23,yes,35,NA,Diurnal,1,1
Sphaerodactylus_mariguanae,21.92,yes,41,NA,NA,NA,NA
Sphaerodactylus_microlepis,13.88,yes,34,NA,NA,NA,NA
Sphaerodactylus_micropithecus,18.16,yes,36,NA,NA,NA,NA
Sphaerodactylus_millepunctatus,14.78,no,35.4,27.9,Cathemeral,1,2
Sphaerodactylus_molei,8.86,no,28,25.1,Diurnal,1,2
Sphaerodactylus_monensis,18.09,yes,30,NA,Diurnal,NA,NA
Sphaerodactylus_nicholsi,18.21,yes,25,20.4,Cathemeral,1,1
Sphaerodactylus_nigropunctatus,21.28,yes,40,34,NA,1,2
Sphaerodactylus_notatus,22.14,no,34,29.5,Diurnal,1,1
Sphaerodactylus_nycteropus,18.24,yes,21,NA,NA,NA,NA
Sphaerodactylus_ocoae,18.41,yes,37,NA,NA,NA,NA
Sphaerodactylus_oliveri,22.02,yes,34,30.7,Diurnal,1,1
Sphaerodactylus_omoglaux,18.46,yes,20,NA,NA,NA,NA
Sphaerodactylus_oxyrhinus,18.34,yes,34,30.3,NA,1,1
Sphaerodactylus_pacificus,5.53,yes,49,NA,Nocturnal,1,2
Sphaerodactylus_parkeri,17.88,yes,35,NA,Nocturnal,1,1
Sphaerodactylus_parthenopion,18.45,yes,18,NA,Nocturnal,NA,NA
Sphaerodactylus_parvus,18.11,yes,24,NA,Nocturnal,1,1
Sphaerodactylus_perissodactylius,18.33,yes,23,NA,NA,NA,NA
Sphaerodactylus_phyzacinus,15.86,yes,25,24.5,NA,NA,NA
Sphaerodactylus_pimienta,20.23,yes,38,33.5,NA,1,1
Sphaerodactylus_plummeri,17.99,yes,22,NA,Diurnal,NA,NA
Sphaerodactylus_poindexteri,16.1,yes,29.6,25.2,NA,NA,NA
Sphaerodactylus_ramsdeni,20.16,yes,33,NA,NA,NA,NA
Sphaerodactylus_randi,17.88,yes,32,NA,NA,NA,NA
Sphaerodactylus_rhabdotus,18.49,yes,32,NA,NA,NA,NA
Sphaerodactylus_richardi,22.28,yes,32.1,28.9,NA,NA,NA
Sphaerodactylus_richardsonii,18.44,yes,40,NA,Diurnal,NA,NA
Sphaerodactylus_roosevelti,17.99,yes,39,35,Nocturnal,1,1
Sphaerodactylus_rosaurae,16.34,yes,39,NA,Diurnal,NA,NA
Sphaerodactylus_ruibali,20,yes,32,29,NA,1,1
Sphaerodactylus_sabanus,17.3,yes,30,NA,Cathemeral,1,1
Sphaerodactylus_samanensis,19.06,yes,29,NA,NA,NA,NA
Sphaerodactylus_savagei,18.5,yes,33,30.5,Cathemeral,1,1
Sphaerodactylus_scaber,22.02,yes,34,29.6,NA,1,1
Sphaerodactylus_scapularis,1.08,no,33.1,NA,Diurnal,NA,NA
Sphaerodactylus_schuberti,18.61,yes,33,NA,NA,NA,NA
Sphaerodactylus_schwartzi,19.93,yes,20,NA,NA,NA,NA
Sphaerodactylus_semasiops,18.28,yes,32,28,NA,NA,NA
Sphaerodactylus_shrevei,18.78,yes,30,NA,NA,NA,NA
Sphaerodactylus_siboney,19.97,yes,32.2,28.3,NA,1,1
Sphaerodactylus_sommeri,19.52,yes,35,30.5,Nocturnal,NA,NA
Sphaerodactylus_sputator,17.65,yes,40,NA,Cathemeral,1,1
Sphaerodactylus_storeyae,21.67,yes,32,30.7,NA,NA,NA
Sphaerodactylus_streptophorus,18.27,yes,26,NA,NA,1,1
Sphaerodactylus_thompsoni,18.07,yes,33,NA,Nocturnal,NA,NA
Sphaerodactylus_torrei,20.01,yes,39,32,Diurnal,1,1
Sphaerodactylus_townsendi,18.1,yes,30,25.8,Diurnal,1,1
Sphaerodactylus_underwoodi,21.42,yes,32,NA,NA,NA,NA
Sphaerodactylus_vincenti,14.53,yes,40,27.6,Cathemeral,1,1
Sphaerodactylus_williamsi,19.49,yes,22,22,Nocturnal,NA,NA
Sphaerodactylus_zygaena,18.36,yes,32,29.5,NA,1,1
Sphenomorphus_acutus,8.4,yes,76.1,69.5,Diurnal,NA,NA
Sphenomorphus_aignanus,-8.81,yes,80,NA,NA,1,1
Sphenomorphus_alfredi,3.85,yes,33,NA,NA,NA,NA
Sphenomorphus_annectens,-9.24,yes,48,NA,NA,NA,NA
Sphenomorphus_anomalopus,3.43,yes,70,NA,NA,NA,NA
Sphenomorphus_anotus,-8.8,yes,48,NA,NA,NA,NA
Sphenomorphus_apalpebratus,25.45,no,42,42,Diurnal,NA,NA
Sphenomorphus_bacboensis,22.15,no,42,NA,Diurnal,2,4
Sphenomorphus_bignelli,-9.05,yes,35,NA,Diurnal,1,1
Sphenomorphus_brunneus,-6.73,yes,87,77.7,Nocturnal,2,8
Sphenomorphus_buenloicus,13.38,no,57,NA,Diurnal,2,3
Sphenomorphus_buettikoferi,0.15,yes,35,NA,NA,NA,NA
Sphenomorphus_cameronicus,3.92,no,70,NA,Diurnal,NA,NA
Sphenomorphus_capitolythos,-5.65,yes,80.5,NA,NA,NA,NA
Sphenomorphus_celebense,1.3,yes,59.5,NA,NA,NA,NA
Sphenomorphus_cinereus,-5.59,yes,105,88.8,NA,3,5
Sphenomorphus_concinnatus,-8.08,yes,70,59,Diurnal,1,3
Sphenomorphus_consobrinus,-0.58,yes,38.5,38,NA,1,1
Sphenomorphus_cophias,4.58,no,46,NA,NA,NA,NA
Sphenomorphus_courcyanum,25.96,no,44,NA,Diurnal,NA,NA
Sphenomorphus_cranei,-7.84,yes,79,64.2,Diurnal,2,5
Sphenomorphus_crassus,4.9,yes,82,81.9,NA,NA,NA
Sphenomorphus_cryptotis,21.91,no,83,75.6,Diurnal,NA,NA
Sphenomorphus_cyanolaemus,3.28,no,60.2,52.3,Diurnal,2,3
Sphenomorphus_darlingtoni,-6.77,yes,64,56,NA,2,2
Sphenomorphus_dekkerae,-1.27,yes,50,50,NA,2,2
Sphenomorphus_derooyae,-4.53,yes,85,NA,NA,NA,NA
Sphenomorphus_diwata,8.95,yes,60,NA,NA,NA,NA
Sphenomorphus_dussumieri,9.44,no,64,55.5,Diurnal,3,4
Sphenomorphus_fasciatus,8.37,yes,121,96.4,NA,2,7
Sphenomorphus_forbesi,-9.32,yes,59,39.3,NA,1,2
Sphenomorphus_fragilis,-9.16,yes,54,46,Nocturnal,2,6
Sphenomorphus_fragosus,-6.23,yes,73,NA,NA,NA,NA
Sphenomorphus_fuscolineatus,-5.82,yes,59,46.2,NA,2,2
Sphenomorphus_grandisonae,19.61,no,30,NA,NA,NA,NA
Sphenomorphus_granulatus,-8.9,yes,70,NA,NA,NA,NA
Sphenomorphus_haasi,2.19,yes,57,NA,Diurnal,NA,NA
Sphenomorphus_helenae,13.86,no,NA,NA,NA,NA,NA
Sphenomorphus_incognitus,24.93,no,109.7,85.2,Diurnal,3,7
Sphenomorphus_indicus,25,no,104.7,78.8,Diurnal,1,11
Sphenomorphus_jobiensis,-5.66,yes,116,89,Nocturnal,3,3
Sphenomorphus_kinabaluensis,5.75,yes,59,51.2,Diurnal,1,2
Sphenomorphus_latifasciatus,-3.42,yes,196,NA,NA,NA,NA
Sphenomorphus_leptofasciatus,-5.91,yes,86,72.4,NA,1,6
Sphenomorphus_lineopunctulatus,15.16,no,84,62.7,Diurnal,NA,NA
Sphenomorphus_longicaudatus,-5.73,yes,94,79.6,NA,2,4
Sphenomorphus_loriae,-8.95,yes,80,NA,NA,NA,NA
Sphenomorphus_louisiadensis,-11.36,yes,49,NA,NA,1,1
Sphenomorphus_maculatus,21.11,no,70,56.3,Diurnal,2,6
Sphenomorphus_maculicollus,4.01,yes,49,NA,Diurnal,NA,NA
Sphenomorphus_maindroni,-2.42,yes,77,61,NA,1,3
Sphenomorphus_malaisei,NA,no,44.5,NA,NA,NA,NA
Sphenomorphus_malayanum,2.69,no,65,NA,NA,NA,NA
Sphenomorphus_megalops,7.36,yes,50.8,NA,NA,NA,NA
Sphenomorphus_melanopogon,-8.82,yes,90,58.3,NA,2,2
Sphenomorphus_meyeri,-2.66,yes,128,NA,Nocturnal,NA,NA
Sphenomorphus_microtympanus,-7.88,yes,45,NA,NA,NA,NA
Sphenomorphus_mimicus,16.24,no,42,42,Diurnal,2,2
Sphenomorphus_mimikanum,-4.54,yes,90,NA,NA,NA,NA
Sphenomorphus_minutus,-5.71,yes,41,34,NA,1,1
Sphenomorphus_modigliani,-2.23,yes,41,NA,NA,NA,NA
Sphenomorphus_muelleri,-6.83,yes,206,157.2,NA,NA,NA
Sphenomorphus_multisquamatus,4.56,yes,73,59.5,Diurnal,3,3
Sphenomorphus_murudensis,3.92,yes,50.4,NA,Diurnal,2,2
Sphenomorphus_necopinatus,-6.95,yes,44,39.3,Diurnal,1,4
Sphenomorphus_neuhaussi,-6.24,yes,133.6,NA,NA,NA,NA
Sphenomorphus_nigriventris,-4.32,yes,90,71.9,NA,2,6
Sphenomorphus_nigrolabris,-1.86,yes,95,NA,NA,NA,NA
Sphenomorphus_nigrolineatus,-9.46,yes,75,64.6,Diurnal,3,5
Sphenomorphus_oligolepis,-6.77,yes,55,48,NA,2,2
Sphenomorphus_orientale,21.29,no,54,54,NA,2,2
Sphenomorphus_papuae,-8.39,yes,80,73.6,NA,2,5
Sphenomorphus_praesignis,5.59,no,121,113.9,Diurnal,6,8
Sphenomorphus_pratti,-5.29,yes,95.3,NA,NA,3,3
Sphenomorphus_puncticentralis,-7.14,yes,45,NA,Diurnal,NA,NA
Sphenomorphus_rarus,8.83,no,52,NA,NA,NA,NA
Sphenomorphus_rufus,-5.78,yes,60,NA,NA,NA,NA
Sphenomorphus_sabanus,5.3,yes,60,51.3,Diurnal,2,3
Sphenomorphus_sananus,-2.22,yes,32,NA,NA,NA,NA
Sphenomorphus_sanctus,-6.78,yes,55,NA,Diurnal,NA,NA
Sphenomorphus_sarasinorum,-1.17,yes,76,NA,NA,NA,NA
Sphenomorphus_schlegeli,-8.57,yes,33,NA,Diurnal,6,6
Sphenomorphus_schultzei,-5.26,yes,47,38,NA,1,1
Sphenomorphus_scotophilus,5.32,no,70,48.4,Diurnal,1,2
Sphenomorphus_scutatus,7.48,yes,44,39,Diurnal,2,2
Sphenomorphus_senja,4.64,no,65,NA,NA,NA,NA
Sphenomorphus_sheai,14.62,no,35.2,35.2,NA,NA,NA
Sphenomorphus_shelfordi,1.13,yes,70,NA,Diurnal,NA,NA
Sphenomorphus_simus,-5.1,yes,58,NA,Diurnal,2,2
Sphenomorphus_solomonis,-5.06,yes,79,57.6,Nocturnal,1,6
Sphenomorphus_stellatus,13.98,no,80,NA,Diurnal,NA,NA
Sphenomorphus_striolatus,-8.73,yes,55,55,NA,1,1
Sphenomorphus_sungaicolus,4.81,no,89.6,80.5,Nocturnal,NA,NA
Sphenomorphus_taiwanensis,23.61,yes,68.7,53.1,Diurnal,4,8
Sphenomorphus_tanahtinggi,5.65,yes,64,63.8,Diurnal,NA,NA
Sphenomorphus_tanneri,-5.42,yes,52,45.1,NA,1,3
Sphenomorphus_taylori,-5.91,yes,160,NA,NA,NA,NA
Sphenomorphus_tenuiculus,5.97,yes,60,NA,Diurnal,NA,NA
Sphenomorphus_tersus,8.75,no,96,NA,Diurnal,NA,NA
Sphenomorphus_tetradactylus,17.53,no,36,35,Nocturnal,NA,NA
Sphenomorphus_tonkinensis,22.56,no,52.5,43.6,NA,2,5
Sphenomorphus_transversus,-5.83,yes,68,NA,NA,NA,NA
Sphenomorphus_tridigitus,15.82,no,38.5,37.6,Nocturnal,NA,NA
Sphenomorphus_tritaeniatus,20.85,no,47,47,Diurnal,NA,NA
Sphenomorphus_tropidonotus,-2.47,yes,61,NA,NA,NA,NA
Sphenomorphus_undulatus,-7.78,yes,68,57,Diurnal,2,2
Sphenomorphus_vanheurni,-8.09,yes,64,64,Diurnal,2,2
Sphenomorphus_variegatus,2.99,yes,70,46.3,NA,NA,NA
Sphenomorphus_wollastoni,-4.57,yes,90,NA,NA,NA,NA
Sphenomorphus_woodfordi,-8.1,yes,120,NA,Diurnal,NA,NA
Sphenomorphus_zimmeri,-3.58,yes,71,NA,NA,NA,NA
Spondylurus_anegadae,18.73,yes,70.4,62.5,Diurnal,1,2
Spondylurus_caicosae,21.77,yes,77.6,69.7,Diurnal,1,3
Spondylurus_culebrae,18.32,yes,97.6,88.1,NA,2,5
Spondylurus_fulgidus,17.94,yes,84.8,71.6,Diurnal,3,5
Spondylurus_haitiae,18.6,yes,85.2,85.2,NA,4,4
Spondylurus_lineolatus,19.2,yes,63.7,NA,NA,2,2
Spondylurus_macleani,18.35,yes,80.5,NA,Diurnal,NA,NA
Spondylurus_magnacruzae,17.74,yes,107,89.5,Diurnal,NA,NA
Spondylurus_martinae,18.07,yes,83.1,NA,NA,NA,NA
Spondylurus_monae,18.09,yes,87,78.2,Diurnal,3,3
Spondylurus_monitae,18.16,yes,94.5,91.9,NA,NA,NA
Spondylurus_nitidus,18.18,yes,95.5,90,Diurnal,2,2
Spondylurus_powelli,17.39,yes,71.7,70,Diurnal,3,3
Spondylurus_semitaeniatus,18.4,yes,82.9,77,NA,NA,NA
Spondylurus_sloanii,18.43,yes,99,89,Diurnal,2,4
Spondylurus_spilonotus,18.35,yes,106.5,NA,NA,NA,NA
Spondylurus_turksae,21.41,yes,79.3,78.5,NA,2,4
Stellagama_stellio,34.05,no,210,105.8,Diurnal,3,20
Stenocercus_aculeatus,-4.82,no,108,76,Diurnal,NA,NA
Stenocercus_albolineatus,-13.6,no,92.2,82.8,Diurnal,NA,NA
Stenocercus_amydrorhytus,-9.82,no,68,62.3,Diurnal,NA,NA
Stenocercus_angel,0.69,no,87,NA,Diurnal,2,2
